order_id,order_date,region,sales_rep,customer_segment,product_category,product_name,unit_price,units_sold,discount_pct,revenue,cogs,daily_target
ORD-100499,2025-12-28,Southeast,Sofia Rodriguez,Small Business,Apparel,Sunglasses,128.75,10,0.1,1158.75,661.04,1933.33
ORD-106836,2025-06-13,West,Ryan Mitchell,Consumer,Electronics,Webcam,893.52,2,0.0,1787.04,1431.83,1400.0
ORD-101699,2025-08-08,Northeast,Marcus Thompson,Consumer,Apparel,Sunglasses,64.66,5,0.0,323.3,169.06,1266.67
ORD-101877,2025-07-14,Southeast,James O'Brien,Small Business,Sports,Yoga Mat,321.97,10,0.0,3219.7,2296.1,1333.33
ORD-107930,2025-11-01,Southeast,Sofia Rodriguez,Consumer,Electronics,Portable Charger,817.87,5,0.1,,3135.85,1733.33
ORD-100513,2025-11-06,Midwest,David Kim,Consumer,Electronics,Wireless Headphones,386.83,3,0.0,1160.49,887.03,1733.33
ORD-107344,2025-07-08,Midwest,David Kim,Small Business,Electronics,Smart Watch,939.37,5,0.0,4696.85,4012.99,1333.33
ORD-103379,2025-10-19,Southwest,Kwame Asante,Consumer,Home & Garden,LED Desk Lamp,81.15,1,0.0,81.15,45.68,1466.67
ORD-102704,2025-10-05,Southwest,Carlos Mendez,Consumer,Office Supplies,Ergonomic Mouse,36.41,5,0.1,163.84,102.83,1466.67
ORD-108022,2025-11-24,Northeast,Priya Sharma,Corporate,Office Supplies,Ergonomic Mouse,57.03,8,0.0,456.24,301.52,1733.33
ORD-106025,2025-04-24,Midwest,Aisha Patel,Corporate,Home & Garden,Plant Pot Set,382.89,7,0.0,2680.23,1638.42,1266.67
ORD-110370,2025-06-10,Northeast,Marcus Thompson,Small Business,Sports,Foam Roller,191.17,2,0.05,363.22,286.2,1400.0
ORD-107325,2025-03-16,West,Chen Wei,Consumer,Electronics,Tablet,85.81,5,0.0,429.05,329.87,1200.0
ORD-103989,2025-11-16,Northeast,Priya Sharma,Consumer,Home & Garden,Throw Blanket,141.45,5,0.0,707.25,462.39,1733.33
ORD-106537,2025-12-08,West,Chen Wei,Consumer,Sports,Resistance Bands,250.11,3,0.05,712.81,580.43,1933.33
ORD-107876,2025-09-05,Northeast,Marcus Thompson,Corporate,Office Supplies,Desk Organizer,146.16,8,0.2,935.42,808.35,1400.0
ORD-100474,2025-07-18,West,Chen Wei,Consumer,Sports,Water Bottle,96.27,3,0.0,288.81,221.22,1333.33
ORD-109851,2025-12-06,West,Chen Wei,Consumer,Home & Garden,Candle Set,171.87,4,0.1,618.73,458.2,1933.33
ORD-109275,2025-05-11,West,Ryan Mitchell,Small Business,Electronics,Bluetooth Speaker,913.01,8,0.1,6573.67,5618.03,1333.33
ORD-111436,2025-07-20,West,Chen Wei,Consumer,Apparel,Joggers,85.52,1,0.15,72.69,41.15,1333.33
ORD-111360,2025-10-23,Southeast,Sofia Rodriguez,Corporate,Sports,Yoga Mat,22.41,1,0.0,22.41,14.7,1466.67
ORD-108673,2025-04-10,Midwest,David Kim,Consumer,Electronics,Tablet,582.09,4,0.05,2211.94,2018.82,1266.67
ORD-102916,2025-10-10,Southwest,Kwame Asante,Consumer,Home & Garden,Throw Blanket,446.7,2,0.0,,667.79,1466.67
ORD-103404,2025-10-16,West,Ryan Mitchell,Consumer,Apparel,Winter Jacket,74.49,3,0.05,212.3,130.7,1466.67
ORD-104429,2025-11-19,,David Kim,Small Business,Apparel,Polo Shirt,104.83,4,0.1,377.39,229.85,1733.33
ORD-100480,2025-09-04,Midwest,Aisha Patel,Consumer,Office Supplies,Whiteboard,46.3,1,0.0,46.3,28.32,1400.0
ORD-105099,2025-01-26,Northeast,Marcus Thompson,Consumer,Home & Garden,Candle Set,440.69,5,0.0,2203.45,1334.18,1133.33
ORD-110388,2025-11-22,Southeast,James O'Brien,Consumer,Electronics,Webcam,678.89,5,0.05,3224.73,2597.79,1733.33
ORD-105405,2025-12-18,Southeast,James O'Brien,Small Business,Office Supplies,Ergonomic Mouse,85.16,4,0.1,306.58,159.55,1933.33
ORD-102577,2025-08-25,West,Chen Wei,Corporate,Sports,Yoga Mat,149.25,9,0.1,1208.92,1034.44,1266.67
ORD-110929,2025-11-13,Northeast,Priya Sharma,Consumer,Home & Garden,LED Desk Lamp,30.89,5,0.1,139.0,108.14,1733.33
ORD-111418,2025-10-27,Southwest,Emily Nakamura,Consumer,Sports,Water Bottle,82.91,4,0.0,331.64,237.39,1466.67
ORD-103570,2025-05-03,Northeast,Marcus Thompson,Corporate,Apparel,Joggers,88.02,9,0.05,752.57,418.72,1333.33
ORD-103997,2025-06-21,West,Chen Wei,Consumer,Home & Garden,Air Purifier,14.92,2,0.05,28.35,18.04,1400.0
ORD-108218,2025-05-05,Midwest,Aisha Patel,Consumer,Office Supplies,Whiteboard,42.25,4,0.15,143.65,84.69,1333.33
ORD-109689,2025-11-14,Southeast,Sofia Rodriguez,Consumer,Home & Garden,Air Purifier,117.16,5,0.05,556.51,434.61,1733.33
ORD-111082,2025-06-23,Midwest,Aisha Patel,Consumer,Apparel,Winter Jacket,65.15,1,0.05,61.89,31.12,1400.0
ORD-108211,2025-10-03,West,Ryan Mitchell,Corporate,Sports,Water Bottle,318.11,8,0.15,2163.15,1630.34,1466.67
ORD-110076,2025-03-05,West,Chen Wei,Consumer,Office Supplies,Pen Set,5.89,4,0.0,23.56,15.03,1200.0
ORD-101349,2025-01-16,Southeast,Sofia Rodriguez,Consumer,Electronics,Bluetooth Speaker,802.49,4,0.05,3049.46,2460.95,1133.33
ORD-105333,2025-05-16,Southwest,Kwame Asante,Consumer,Apparel,Sunglasses,65.57,1,0.0,65.57,26.71,1333.33
ORD-104691,2025-05-14,Southeast,James O'Brien,Corporate,Electronics,Bluetooth Speaker,567.55,19,0.1,9705.1,9528.51,1333.33
ORD-110452,2025-11-14,Northeast,Marcus Thompson,Consumer,Electronics,Webcam,677.58,2,0.05,1287.4,1070.24,1733.33
ORD-108949,2025-08-10,Southeast,James O'Brien,Small Business,Sports,Dumbbells,48.12,1,0.0,48.12,30.25,1266.67
ORD-102922,2025-11-15,Southwest,Emily Nakamura,Consumer,Home & Garden,Tool Kit,442.74,4,0.0,1770.96,996.65,1733.33
ORD-108812,2025-11-17,Northeast,Marcus Thompson,Consumer,Home & Garden,Tool Kit,202.09,3,0.15,515.33,340.22,1733.33
ORD-107020,2025-08-17,Northeast,Priya Sharma,Corporate,Home & Garden,Throw Blanket,157.01,13,0.2,1632.9,1241.38,1266.67
ORD-101606,2025-01-08,Midwest,Aisha Patel,Consumer,Home & Garden,Tool Kit,482.71,1,0.0,482.71,305.08,1133.33
ORD-110859,2025-09-25,Midwest,Aisha Patel,Corporate,Sports,Yoga Mat,313.99,6,0.0,1883.94,1329.91,1400.0
ORD-103031,2025-06-23,Southeast,James O'Brien,Consumer,Electronics,Bluetooth Speaker,270.66,4,0.0,1082.64,840.01,1400.0
ORD-102762,2025-09-14,West,Chen Wei,Corporate,Office Supplies,Ergonomic Mouse,107.22,23,0.05,2342.76,1439.37,1400.0
ORD-107367,2025-08-12,Northeast,Marcus Thompson,Corporate,Office Supplies,Pen Set,68.63,11,0.1,679.44,434.38,1266.67
ORD-105371,2025-05-12,Southeast,Sofia Rodriguez,Corporate,Home & Garden,Throw Blanket,336.73,1,0.05,319.89,185.7,1333.33
ORD-103148,2025-11-12,Southeast,James O'Brien,Small Business,Sports,Resistance Bands,176.34,7,0.05,1172.66,810.48,1733.33
ORD-110504,2025-11-10,West,Chen Wei,Consumer,Electronics,Tablet,585.41,3,0.15,1492.8,1471.2,1733.33
ORD-101659,2025-06-03,Southwest,Kwame Asante,Consumer,Office Supplies,Ergonomic Mouse,90.38,1,0.15,76.82,43.36,1400.0
ORD-105928,2025-09-23,Southeast,Sofia Rodriguez,Small Business,Sports,Dumbbells,71.36,8,0.0,570.88,427.35,1400.0
ORD-109936,2025-07-21,Northeast,Priya Sharma,Consumer,Apparel,Joggers,115.16,4,0.05,437.61,226.84,1333.33
ORD-101446,2025-10-27,Southeast,Sofia Rodriguez,Small Business,Sports,Dumbbells,145.6,5,0.0,728.0,572.81,1466.67
ORD-107793,2025-09-23,Southeast,James O'Brien,Small Business,Apparel,Winter Jacket,63.28,10,0.0,632.8,384.44,1400.0
ORD-101020,2025-10-15,Northeast,Marcus Thompson,Consumer,Home & Garden,Air Purifier,209.01,3,0.05,595.68,415.24,1466.67
ORD-100705,2025-12-10,Midwest,Aisha Patel,Consumer,Home & Garden,Candle Set,56.87,2,0.0,113.74,74.91,1933.33
ORD-109483,2025-11-06,West,Ryan Mitchell,Corporate,Apparel,Baseball Cap,158.91,1,0.0,158.91,88.62,1733.33
ORD-101866,2025-01-19,Northeast,Priya Sharma,Small Business,Apparel,Running Shoes,104.36,3,0.0,313.08,147.43,1133.33
ORD-105990,2025-01-22,Southeast,Sofia Rodriguez,Consumer,Electronics,Bluetooth Speaker,115.06,4,0.0,460.24,387.53,1133.33
ORD-105380,2025-04-27,Northeast,Marcus Thompson,Corporate,Sports,Resistance Bands,158.21,2,0.1,,252.51,1266.67
ORD-107692,2025-04-14,Southwest,Kwame Asante,Small Business,Office Supplies,Planner,71.74,10,0.05,681.53,403.04,1266.67
ORD-102122,2025-12-10,West,Ryan Mitchell,Consumer,Home & Garden,Throw Blanket,289.74,5,0.1,1303.83,819.76,1933.33
ORD-102574,2025-04-10,Southeast,James O'Brien,Corporate,Home & Garden,Air Purifier,143.84,1,0.05,136.65,83.27,1266.67
ORD-111010,2025-07-19,Northeast,Marcus Thompson,Consumer,Apparel,Joggers,143.53,1,0.0,143.53,91.19,1333.33
ORD-101921,2025-01-05,Southeast,Sofia Rodriguez,Corporate,Home & Garden,Air Purifier,36.76,10,0.05,349.22,219.17,1133.33
ORD-102956,2025-10-18,Southeast,Sofia Rodriguez,Corporate,Office Supplies,Pen Set,25.11,16,0.0,401.76,270.9,1466.67
ORD-106909,2025-07-17,Southwest,Carlos Mendez,Consumer,Electronics,Bluetooth Speaker,613.82,1,0.05,583.13,551.14,1333.33
ORD-109407,2025-08-20,Midwest,David Kim,Corporate,Apparel,Running Shoes,18.69,14,0.2,209.33,162.08,1266.67
ORD-107051,2025-07-17,West,Ryan Mitchell,Consumer,Electronics,Smart Watch,521.48,4,0.05,1981.62,1851.35,1333.33
ORD-106631,2025-03-25,West,Chen Wei,Corporate,Electronics,Smart Watch,770.04,4,0.0,3080.16,2434.87,1200.0
ORD-101419,2025-12-11,Northeast,Marcus Thompson,Consumer,Electronics,Bluetooth Speaker,998.87,3,0.0,2996.61,2445.89,1933.33
ORD-108947,2025-12-07,Southeast,Sofia Rodriguez,Small Business,Electronics,Wireless Headphones,974.79,1,0.0,974.79,790.68,1933.33
ORD-103955,2025-11-08,Midwest,David Kim,Consumer,Apparel,Joggers,187.35,2,0.0,374.7,204.22,1733.33
ORD-105113,2025-10-08,West,Ryan Mitchell,Consumer,Sports,Foam Roller,37.4,3,0.0,112.2,67.85,1466.67
ORD-102025,2025-04-15,Southwest,Carlos Mendez,Consumer,Office Supplies,Whiteboard,69.8,5,0.1,314.1,182.53,1266.67
ORD-100594,2025-12-01,Southwest,Carlos Mendez,Consumer,Home & Garden,Plant Pot Set,256.92,1,0.05,244.07,179.97,1933.33
ORD-101558,2025-11-03,Southeast,Sofia Rodriguez,Consumer,Office Supplies,Planner,126.01,4,0.1,453.64,250.27,1733.33
ORD-104194,2025-09-06,Southwest,Kwame Asante,Corporate,Electronics,Wireless Headphones,386.32,1,0.1,347.69,341.85,1400.0
ORD-104629,2025-07-11,West,Ryan Mitchell,Consumer,Sports,Yoga Mat,334.49,4,0.0,1337.96,808.15,1333.33
ORD-110322,2025-12-06,Southwest,Kwame Asante,Corporate,Apparel,Sunglasses,188.84,2,0.1,339.91,237.63,1933.33
ORD-108366,2025-06-17,West,Chen Wei,Consumer,Home & Garden,Plant Pot Set,11.28,3,0.05,32.15,22.6,1400.0
ORD-110311,2025-04-05,Northeast,Priya Sharma,Consumer,Home & Garden,Air Purifier,311.12,1,0.05,295.56,215.15,1266.67
ORD-111937,2025-06-19,Northeast,Priya Sharma,Small Business,Apparel,Sunglasses,58.29,6,0.0,349.74,166.4,1400.0
ORD-102058,2025-09-05,Midwest,Aisha Patel,Corporate,Electronics,Webcam,380.41,5,0.1,1711.85,1680.4,1400.0
ORD-104176,2025-08-19,Northeast,Priya Sharma,Corporate,Office Supplies,Pen Set,12.85,10,0.15,109.22,79.37,1266.67
ORD-103282,2025-11-08,Southwest,Emily Nakamura,Consumer,Apparel,Joggers,187.97,4,0.0,751.88,313.67,1733.33
ORD-104477,2025-05-06,Southwest,Olivia Foster,Consumer,Office Supplies,Ergonomic Mouse,109.61,3,0.0,328.83,167.66,1333.33
ORD-104731,2025-01-09,Midwest,David Kim,Corporate,Office Supplies,Planner,132.77,9,0.05,1135.18,729.26,1133.33
ORD-111576,2025-09-27,Midwest,Aisha Patel,Small Business,Office Supplies,Desk Organizer,80.18,8,0.05,609.37,378.84,1400.0
ORD-103776,2025-11-02,Northeast,Marcus Thompson,Corporate,Apparel,  Polo Shirt  ,140.03,6,0.15,714.15,459.82,1733.33
ORD-107118,2025-10-20,West,Ryan Mitchell,Consumer,Home & Garden,Throw Blanket,347.39,1,0.15,295.28,254.96,1466.67
ORD-109102,2025-05-23,Southeast,James O'Brien,Small Business,Office Supplies,Desk Organizer,83.59,9,0.0,752.31,487.15,1333.33
ORD-104077,2025-04-02,West,Ryan Mitchell,Corporate,Apparel,Baseball Cap,158.63,4,0.05,602.79,388.39,1266.67
ORD-105412,2025-10-10,,Priya Sharma,Consumer,Home & Garden,Candle Set,50.09,1,0.0,50.09,35.9,1466.67
ORD-107145,2025-10-22,Northeast,Priya Sharma,Consumer,Home & Garden,Tool Kit,253.62,5,0.0,1268.1,775.62,1466.67
ORD-107053,2025-07-12,Southeast,James O'Brien,Consumer,Sports,Yoga Mat,239.28,3,0.0,717.84,483.97,1333.33
ORD-100535,2025-12-10,Southeast,James O'Brien,Corporate,Apparel,Winter Jacket,47.33,5,0.05,224.82,132.58,1933.33
ORD-109507,2025-09-22,Southeast,Sofia Rodriguez,Consumer,Electronics,Smart Watch,409.26,1,0.05,388.8,312.86,1400.0
ORD-100292,2025-11-08,Southeast,James O'Brien,Corporate,Home & Garden,Air Purifier,407.52,3,0.15,1039.18,819.2,1733.33
ORD-102836,2025-12-19,Northeast,Priya Sharma,Consumer,Electronics,Portable Charger,643.59,5,0.0,3217.95,2721.47,1933.33
ORD-104533,2025-05-03,Southeast,Sofia Rodriguez,Consumer,Sports,Water Bottle,129.19,5,0.0,645.95,484.76,1333.33
ORD-109327,2025-04-27,Southeast,Sofia Rodriguez,Consumer,Office Supplies,Desk Organizer,117.66,4,0.05,447.11,271.77,1266.67
ORD-102870,2025-12-20,Northeast,Marcus Thompson,Small Business,Apparel,Running Shoes,48.37,3,0.0,145.11,73.0,1933.33
ORD-105007,2025-11-27,Northeast,Marcus Thompson,Consumer,Sports,Foam Roller,35.32,2,0.0,70.64,51.39,1733.33
ORD-105652,2025-04-21,Southwest,Olivia Foster,Consumer,Office Supplies,Planner,84.96,2,0.05,161.42,116.51,1266.67
ORD-105460,2025-11-15,Southwest,Carlos Mendez,Consumer,Sports,Resistance Bands,346.7,5,0.0,1733.5,1384.38,1733.33
ORD-108516,2025-12-13,West,Ryan Mitchell,Consumer,Home & Garden,Air Purifier,219.62,2,0.05,417.28,265.72,1933.33
ORD-107272,2025-09-18,West,Chen Wei,Corporate,Apparel,Winter Jacket,54.98,11,0.05,574.54,303.36,1400.0
ORD-106826,2025-03-25,Northeast,Marcus Thompson,Corporate,Office Supplies,Pen Set,47.57,4,0.15,161.74,94.49,1200.0
ORD-110018,2025-02-07,Northeast,Marcus Thompson,Consumer,Home & Garden,Air Purifier,248.5,1,0.0,248.5,162.97,1066.67
ORD-101318,2025-02-11,West,Chen Wei,Corporate,Electronics,Webcam,178.58,2,0.15,303.59,284.79,1066.67
ORD-109824,2025-07-20,Northeast,Priya Sharma,Small Business,Apparel,Winter Jacket,158.87,1,0.0,158.87,69.54,1333.33
ORD-110299,2025-11-26,Northeast,Marcus Thompson,Corporate,Sports,Foam Roller,146.85,12,0.1,1585.98,1270.66,1733.33
ORD-104105,2025-09-22,Midwest,David Kim,Consumer,Sports,Jump Rope,84.73,1,0.0,84.73,64.7,1400.0
ORD-108990,2025-04-04,Northeast,Priya Sharma,Consumer,Sports,Dumbbells,58.96,5,0.05,280.06,182.33,1266.67
ORD-104993,2025-09-19,Southeast,Sofia Rodriguez,Consumer,Sports,Yoga Mat,203.51,5,0.0,1017.55,639.61,1400.0
ORD-106669,2025-02-10,West,Ryan Mitchell,Consumer,Apparel,Polo Shirt,59.27,1,0.1,53.34,36.38,1066.67
ORD-107341,2025-06-28,Northeast,Marcus Thompson,Corporate,Apparel,Sunglasses,16.29,11,0.1,161.27,94.47,1400.0
ORD-109354,2025-02-04,Southeast,Sofia Rodriguez,Consumer,Home & Garden,LED Desk Lamp,161.87,5,0.15,687.95,554.34,1066.67
ORD-107442,2025-03-19,Southwest,Olivia Foster,Consumer,Electronics,Smart Watch,775.73,2,0.0,1551.46,1371.23,1200.0
ORD-110713,2025-10-19,Northeast,Marcus Thompson,Corporate,Electronics,Portable Charger,272.77,9,0.05,2332.18,2214.91,1466.67
ORD-102228,2025-05-23,West,Ryan Mitchell,Consumer,Sports,Resistance Bands,215.54,4,0.0,862.16,608.9,1333.33
ORD-105414,2025-01-13,Northeast,Marcus Thompson,Consumer,Office Supplies,Desk Organizer,76.32,4,0.0,305.28,175.23,1133.33
ORD-107508,2025-09-28,Northeast,Priya Sharma,Corporate,Electronics,Smart Watch,444.2,12,0.05,-5063.88,4784.43,1400.0
ORD-105859,2025-08-01,Midwest,David Kim,Small Business,Office Supplies,Pen Set,148.58,7,0.1,936.05,584.0,1266.67
ORD-109714,2025-07-21,Southeast,James O'Brien,Consumer,Office Supplies,Pen Set,134.62,2,0.0,269.24,152.78,1333.33
ORD-111175,2025-08-08,Southeast,Sofia Rodriguez,Corporate,Sports,Resistance Bands,204.04,11,0.05,2132.22,1441.67,1266.67
ORD-109346,2025-10-19,Southeast,Sofia Rodriguez,Consumer,Sports,Yoga Mat,272.91,1,0.05,259.26,167.51,1466.67
ORD-103647,2025-06-19,Northeast,Priya Sharma,Small Business,Electronics,Wireless Headphones,558.03,3,0.0,1674.09,1319.29,1400.0
ORD-100356,2025-01-25,Midwest,David Kim,Corporate,Office Supplies,Whiteboard,91.52,2,0.2,146.43,122.51,1133.33
ORD-111994,2025-12-23,Northeast,Marcus Thompson,Small Business,Electronics,Smart Watch,459.32,2,0.0,918.64,719.74,1933.33
ORD-106442,2025-10-12,Southwest,Kwame Asante,Small Business,Home & Garden,Throw Blanket,204.56,9,0.05,1748.99,1290.22,1466.67
ORD-103540,2025-04-06,NORTHEAST,Marcus Thompson,Small Business,Sports,Dumbbells,116.31,8,0.1,837.43,711.22,1266.67
ORD-110059,2025-05-19,Northeast,Marcus Thompson,Consumer,Office Supplies,Planner,111.16,2,0.05,211.2,118.17,1333.33
ORD-100837,2025-05-01,West,Ryan Mitchell,Consumer,Electronics,Tablet,989.09,2,0.05,1879.27,1566.55,1333.33
ORD-105748,2025-12-10,Southeast,Sofia Rodriguez,Small Business,Sports,Resistance Bands,313.31,3,0.0,939.93,700.15,1933.33
ORD-100266,2025-10-15,Northeast,Priya Sharma,Consumer,Home & Garden,Tool Kit,78.99,3,0.15,201.42,155.95,1466.67
ORD-110337,2025-06-09,Southeast,James O'Brien,Consumer,Electronics,Tablet,852.5,2,0.0,1705.0,1544.61,1400.0
ORD-102006,2025-07-11,Midwest,David Kim,Consumer,Electronics,Tablet,515.46,1,0.0,515.46,449.75,1333.33
ORD-105195,2025-11-26,,Aisha Patel,Corporate,Apparel,Joggers,196.0,12,0.15,1999.2,1031.29,1733.33
ORD-111460,2025-04-17,Northeast,Marcus Thompson,Corporate,Sports,Yoga Mat,349.55,8,0.05,,1819.36,1266.67
ORD-108757,2025-05-03,,Priya Sharma,Consumer,Apparel,Baseball Cap,339.79999999999995,1,0.0,33.98,18.85,1333.33
ORD-102362,2025-05-08,Southeast,Sofia Rodriguez,Small Business,Office Supplies,Desk Organizer,147.56,7,0.0,1032.92,705.89,1333.33
ORD-105230,2025-09-24,Northeast,Priya Sharma,Consumer,Office Supplies,Desk Organizer,72.03,4,0.1,259.31,188.19,1400.0
ORD-111250,2025-08-11,Midwest,Aisha Patel,Consumer,Apparel,Joggers,111.39,2,0.0,222.78,100.54,1266.67
ORD-109940,2025-12-02,West,Chen Wei,Small Business,Home & Garden,Candle Set,427.39,4,0.0,1709.56,1099.31,1933.33
ORD-108830,2025-05-04,West,Ryan Mitchell,Consumer,Sports,Water Bottle,143.51,2,0.05,272.67,178.05,1333.33
ORD-109134,2025-10-12,Northeast,Marcus Thompson,Consumer,Home & Garden,Air Purifier,26.18,2,0.1,47.12,38.99,1466.67
ORD-102899,2025-01-20,Southeast,James O'Brien,Consumer,Sports,Yoga Mat,130.97,4,0.05,497.69,414.64,1133.33
ORD-101890,2025-02-14,Midwest,Aisha Patel,Consumer,Apparel,Sunglasses,67.55,5,0.15,287.09,183.47,1066.67
ORD-110107,2025-07-05,Southeast,Sofia Rodriguez,Corporate,Apparel,Sunglasses,131.33,22,0.1,2600.33,1671.12,1333.33
ORD-100157,2025-10-17,Southeast,Sofia Rodriguez,Corporate,Home & Garden,Throw Blanket,460.23,6,0.0,2761.38,1921.52,1466.67
ORD-107550,2025-12-08,Midwest,Aisha Patel,Consumer,Electronics,  Portable Charger  ,748.87,1,0.05,711.43,603.82,1933.33
ORD-100127,2025-11-11,Southeast,Sofia Rodriguez,Corporate,Office Supplies,Planner,47.67,14,0.1,600.64,426.15,1733.33
ORD-105438,2025-01-22,Southwest,Emily Nakamura,Consumer,Apparel,Joggers,43.73,5,0.05,207.72,98.56,1133.33
ORD-110876,2025-07-04,Southeast,Sofia Rodriguez,Corporate,Electronics,Smart Watch,712.11,10,0.2,5696.88,5758.75,1333.33
ORD-101441,2025-02-26,Southwest,Emily Nakamura,Consumer,Office Supplies,Desk Organizer,5.48,5,0.0,27.4,15.06,1066.67
ORD-106750,2025-05-23,Northeast,Marcus Thompson,Corporate,Electronics,Bluetooth Speaker,186.9,14,0.05,2485.77,2256.66,1333.33
ORD-107375,2025-02-06,Northeast,Marcus Thompson,Corporate,Apparel,Polo Shirt,177.25,19,0.1,3030.98,1762.28,1066.67
ORD-102748,2025-11-26,Southeast,Sofia Rodriguez,Corporate,Office Supplies,Desk Organizer,110.29,1,0.1,99.26,61.62,1733.33
ORD-105364,2025-07-03,Southwest,Olivia Foster,Small Business,Sports,Jump Rope,283.2,4,0.0,1132.8,815.16,1333.33
ORD-108513,2025-09-12,Midwest,Aisha Patel,Consumer,Electronics,Webcam,316.41,3,0.0,949.23,865.03,1400.0
ORD-109024,2025-07-04,Northeast,Priya Sharma,Consumer,Apparel,Running Shoes,156.74,5,0.15,666.14,344.11,1333.33
ORD-107376,2025-07-25,Midwest,Aisha Patel,Consumer,Apparel,Joggers,136.24,5,0.05,647.14,319.82,1333.33
ORD-103061,02/23/2025,West,Chen Wei,Consumer,Electronics,Bluetooth Speaker,500.67,5,0.0,2503.35,2006.7,1066.67
ORD-109623,2025-10-09,West,Chen Wei,Corporate,Sports,Foam Roller,293.82,4,0.05,1116.52,752.25,1466.67
ORD-106112,2025-12-28,Midwest,David Kim,Consumer,Apparel,Baseball Cap,177.43,3,0.0,532.29,322.94,1933.33
ORD-107044,2025-12-18,Southeast,James O'Brien,Corporate,Sports,Dumbbells,121.88,1,0.1,109.69,73.96,1933.33
ORD-110114,2025-02-16,Midwest,Aisha Patel,Consumer,Electronics,Portable Charger,193.34,3,0.05,551.02,446.46,1066.67
ORD-101057,2025-06-16,Midwest,David Kim,Corporate,Electronics,Webcam,880.29,13,0.1,10299.39,9629.74,1400.0
ORD-101963,2025-06-14,Midwest,David Kim,Consumer,Office Supplies,Notebook Set,112.06,2,0.15,190.5,143.7,1400.0
ORD-103125,2025-09-16,West,Ryan Mitchell,Corporate,Home & Garden,LED Desk Lamp,79.26,2,0.05,150.59,91.79,1400.0
ORD-103608,2025-12-23,Northeast,Marcus Thompson,Consumer,Electronics,Smart Watch,308.18,2,0.0,616.36,565.14,1933.33
ORD-104401,2025-07-08,West,Chen Wei,Corporate,Sports,Dumbbells,225.14,6,0.05,1283.3,830.6,1333.33
ORD-101127,2025-06-28,West,Chen Wei,Corporate,Office Supplies,Whiteboard,115.27,13,0.1,1348.66,741.19,1400.0
ORD-106660,08/24/2025,Northeast,Priya Sharma,Small Business,Home & Garden,LED Desk Lamp,466.65,10,0.05,4433.18,3482.79,1266.67
ORD-110878,2025-02-16,Southeast,Sofia Rodriguez,Corporate,Home & Garden,Plant Pot Set,58.07,17,0.15,839.11,670.57,1066.67
ORD-107223,2025-05-01,Midwest,Aisha Patel,Small Business,Office Supplies,Planner,52.33,2,0.1,94.19,69.79,1333.33
ORD-104168,2025-05-22,SOUTHWEST,Olivia Foster,Consumer,Apparel,Baseball Cap,78.38,5,0.0,391.9,233.51,1333.33
ORD-109620,2025-06-25,Northeast,Priya Sharma,Corporate,Electronics,Webcam,54.29,13,0.1,635.19,593.08,1400.0
ORD-104877,2025-10-14,Midwest,Aisha Patel,Consumer,Home & Garden,Candle Set,132.57,2,0.0,265.14,177.5,1466.67
ORD-109778,2025-06-26,Northeast,Priya Sharma,Corporate,Electronics,Bluetooth Speaker,758.72,9,0.1,6145.63,5745.45,1400.0
ORD-107811,2025-01-22,Southeast,Sofia Rodriguez,Consumer,Home & Garden,Candle Set,323.97,5,0.05,1538.86,896.18,1133.33
ORD-101543,2025-04-05,Midwest,Aisha Patel,Consumer,Apparel,  Baseball Cap  ,55.82,1,0.0,55.82,32.92,1266.67
ORD-103263,2025-01-28,Southeast,James O'Brien,Consumer,Home & Garden,Air Purifier,355.75,1,0.0,355.75,253.24,1133.33
ORD-106071,2025-05-14,Northeast,Priya Sharma,Consumer,Home & Garden,Candle Set,475.61,5,0.05,2259.15,1341.55,1333.33
ORD-105165,2025-12-25,Southeast,Sofia Rodriguez,Consumer,Electronics,Wireless Headphones,353.44,2,0.0,706.88,534.44,1933.33
ORD-110994,2025-11-21,Southeast,Sofia Rodriguez,Small Business,Office Supplies,Whiteboard,125.38,8,0.0,1003.04,483.97,1733.33
ORD-102268,2025-04-28,West,Ryan Mitchell,Corporate,Apparel,Joggers,150.45,2,0.1,270.81,185.3,1266.67
ORD-109362,2025-06-17,Southwest,Olivia Foster,Small Business,Office Supplies,Desk Organizer,17.94,5,0.1,80.73,43.13,1400.0
ORD-111179,2025-01-05,West,Ryan Mitchell,Corporate,Sports,Dumbbells,326.76,2,0.1,588.17,494.14,1133.33
ORD-100132,2025-02-19,West,Chen Wei,Corporate,Electronics,Webcam,183.83,17,0.0,3125.11,2451.54,1066.67
ORD-103651,2025-06-10,West,Chen Wei,Small Business,Apparel,Polo Shirt,160.23,2,0.0,320.46,176.47,1400.0
ORD-108764,2025-03-03,Southeast,Sofia Rodriguez,Corporate,Sports,Foam Roller,74.75,13,0.1,874.58,626.87,1200.0
ORD-110212,2025-02-03,Midwest,David Kim,Consumer,Sports,Yoga Mat,141.72,2,0.1,255.1,214.87,1066.67
ORD-100603,2025-02-09,Midwest,Aisha Patel,Corporate,Electronics,Smart Watch,545.73,7,0.0,3820.11,3197.44,1066.67
ORD-104192,2025-07-28,Midwest,Aisha Patel,Consumer,Office Supplies,Pen Set,13.7,4,0.0,54.8,31.37,1333.33
ORD-108051,2025-03-19,Northeast,Marcus Thompson,Consumer,Apparel,Winter Jacket,161.38,2,0.0,322.76,155.73,1200.0
